Order;GroupID;CenterSize;kG;ClassSizes;Rank;Nilpotent;Solvable;DerivedLength;FittingDerivedLength;FittingSize;PrimeDivisors;CommutingProb;Ratio
24;24.4;2;9;[1,1,2,2,2,2,2,6,6];3;false;true;2;1;12;[2,3];0.375;2.6666666666666665
24;24.5;4;12;[1,1,1,1,2,2,2,2,3,3,3,3];3;false;true;2;1;12;[2,3];0.5;2.
24;24.6;2;9;[1,1,2,2,2,2,2,6,6];3;false;true;2;1;12;[2,3];0.375;2.6666666666666665
24;24.7;4;12;[1,1,1,1,2,2,2,2,3,3,3,3];3;false;true;2;1;12;[2,3];0.5;2.
24;24.8;2;9;[1,1,2,2,2,2,2,6,6];3;false;true;2;1;12;[2,3];0.375;2.6666666666666665
24;24.9;24;24;[1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1];1;true;true;1;1;24;[2,3];1.;1.
24;24.10;6;15;[1,1,1,1,1,1,2,2,2,2,2,2,2,2,2];2;true;true;2;2;24;[2,3];0.625;1.6000000000000001
24;24.11;6;15;[1,1,1,1,1,1,2,2,2,2,2,2,2,2,2];2;true;true;2;2;24;[2,3];0.625;1.6000000000000001
24;24.12;1;5;[1,3,6,6,8];4;false;true;3;1;4;[2,3];0.20833333333333334;4.7999999999999998
24;24.13;2;8;[1,1,3,3,4,4,4,4];3;false;true;2;1;8;[2,3];0.33333333333333331;3.
24;24.14;4;12;[1,1,1,1,2,2,2,2,3,3,3,3];3;false;true;2;1;12;[2,3];0.5;2.
24;24.15;24;24;[1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1];1;true;true;1;1;24;[2,3];1.;1.
25;25.1;25;25;[1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1];1;true;true;1;1;25;[5];1.;1.
25;25.2;25;25;[1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1];1;true;true;1;1;25;[5];1.;1.
26;26.1;1;8;[1,2,2,2,2,2,2,13];3;false;true;2;1;13;[2,13];0.30769230769230771;3.25
26;26.2;26;26;[1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1];1;true;true;1;1;26;[2,13];1.;1.
27;27.1;27;27;[1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1];1;true;true;1;1;27;[3];1.;1.
27;27.2;27;27;[1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1];1;true;true;1;1;27;[3];1.;1.
27;27.3;3;11;[1,1,1,3,3,3,3,3,3,3,3];2;true;true;2;2;27;[3];0.40740740740740738;2.4545454545454546
27;27.4;3;11;[1,1,1,3,3,3,3,3,3,3,3];2;true;true;2;2;27;[3];0.40740740740740738;2.4545454545454546
27;27.5;27;27;[1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1];1;true;true;1;1;27;[3];1.;1.
28;28.1;2;10;[1,1,2,2,2,2,2,2,7,7];3;false;true;2;1;14;[2,7];0.35714285714285715;2.7999999999999998
28;28.2;28;28;[1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1];1;true;true;1;1;28;[2,7];1.;1.
28;28.3;2;10;[1,1,2,2,2,2,2,2,7,7];3;false;true;2;1;14;[2,7];0.35714285714285715;2.7999999999999998
28;28.4;28;28;[1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1];1;true;true;1;1;28;[2,7];1.;1.
29;29.1;29;29;[1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1];1;true;true;1;1;29;[29];1.;1.
30;30.1;5;15;[1,1,1,1,1,2,2,2,2,2,3,3,3,3,3];3;false;true;2;1;15;[2,3,5];0.5;2.
30;30.2;3;12;[1,1,1,2,2,2,2,2,2,5,5,5];3;false;true;2;1;15;[2,3,5];0.40000000000000002;2.5
30;30.3;1;9;[1,2,2,2,2,2,2,2,15];3;false;true;2;1;15;[2,3,5];0.29999999999999999;3.3333333333333335
30;30.4;30;30;[1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1];1;true;true;1;1;30;[2,3,5];1.;1.
31;31.1;31;31;[1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1];1;true;true;1;1;31;[31];1.;1.
32;32.1;32;32;[1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1];1;true;true;1;1;32;[2];1.;1.
32;32.2;8;20;[1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2];2;true;true;2;2;32;[2];0.625;1.6000000000000001
32;32.3;32;32;[1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1];1;true;true;1;1;32;[2];1.;1.
32;32.4;8;20;[1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2];2;true;true;2;2;32;[2];0.625;1.6000000000000001
32;32.5;8;20;[1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2];2;true;true;2;2;32;[2];0.625;1.6000000000000001
32;32.6;2;11;[1,1,2,2,2,4,4,4,4,4,4];3;true;true;2;2;32;[2];0.34375;2.9090909090909092
32;32.7;2;11;[1,1,2,2,2,4,4,4,4,4,4];3;true;true;2;2;32;[2];0.34375;2.9090909090909092
32;32.8;2;11;[1,1,2,2,2,4,4,4,4,4,4];3;true;true;2;2;32;[2];0.34375;2.9090909090909092
32;32.9;4;14;[1,1,1,1,2,2,2,2,2,2,4,4,4,4];3;true;true;2;2;32;[2];0.4375;2.2857142857142856
32;32.10;4;14;[1,1,1,1,2,2,2,2,2,2,4,4,4,4];3;true;true;2;2;32;[2];0.4375;2.2857142857142856
32;32.11;4;14;[1,1,1,1,2,2,2,2,2,2,4,4,4,4];3;true;true;2;2;32;[2];0.4375;2.2857142857142856
32;32.12;8;20;[1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2];2;true;true;2;2;32;[2];0.625;1.6000000000000001
32;32.13;4;14;[1,1,1,1,2,2,2,2,2,2,4,4,4,4];3;true;true;2;2;32;[2];0.4375;2.2857142857142856
32;32.14;4;14;[1,1,1,1,2,2,2,2,2,2,4,4,4,4];3;true;true;2;2;32;[2];0.4375;2.2857142857142856
32;32.15;4;14;[1,1,1,1,2,2,2,2,2,2,4,4,4,4];3;true;true;2;2;32;[2];0.4375;2.2857142857142856
32;32.16;32;32;[1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1];1;true;true;1;1;32;[2];1.;1.
32;32.17;8;20;[1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2];2;true;true;2;2;32;[2];0.625;1.6000000000000001
32;32.18;2;11;[1,1,2,2,2,2,2,2,2,8,8];3;true;true;2;2;32;[2];0.34375;2.9090909090909092
32;32.19;2;11;[1,1,2,2,2,2,2,2,2,8,8];3;true;true;2;2;32;[2];0.34375;2.9090909090909092
32;32.20;2;11;[1,1,2,2,2,2,2,2,2,8,8];3;true;true;2;2;32;[2];0.34375;2.9090909090909092
32;32.21;32;32;[1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1];1;true;true;1;1;32;[2];1.;1.
32;32.22;8;20;[1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2];2;true;true;2;2;32;[2];0.625;1.6000000000000001
32;32.23;8;20;[1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2];2;true;true;2;2;32;[2];0.625;1.6000000000000001
32;32.24;8;20;[1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2];2;true;true;2;2;32;[2];0.625;1.6000000000000001
32;32.25;8;20;[1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2];2;true;true;2;2;32;[2];0.625;1.6000000000000001
32;32.26;8;20;[1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2];2;true;true;2;2;32;[2];0.625;1.6000000000000001
32;32.27;4;14;[1,1,1,1,2,2,2,2,2,2,4,4,4,4];3;true;true;2;2;32;[2];0.4375;2.2857142857142856
32;32.28;4;14;[1,1,1,1,2,2,2,2,2,2,4,4,4,4];3;true;true;2;2;32;[2];0.4375;2.2857142857142856
32;32.29;4;14;[1,1,1,1,2,2,2,2,2,2,4,4,4,4];3;true;true;2;2;32;[2];0.4375;2.2857142857142856
32;32.30;4;14;[1,1,1,1,2,2,2,2,2,2,4,4,4,4];3;true;true;2;2;32;[2];0.4375;2.2857142857142856
32;32.31;4;14;[1,1,1,1,2,2,2,2,2,2,4,4,4,4];3;true;true;2;2;32;[2];0.4375;2.2857142857142856
32;32.32;4;14;[1,1,1,1,2,2,2,2,2,2,4,4,4,4];3;true;true;2;2;32;[2];0.4375;2.2857142857142856
32;32.33;4;14;[1,1,1,1,2,2,2,2,2,2,4,4,4,4];3;true;true;2;2;32;[2];0.4375;2.2857142857142856
32;32.34;4;14;[1,1,1,1,2,2,2,2,2,2,4,4,4,4];3;true;true;2;2;32;[2];0.4375;2.2857142857142856
32;32.35;4;14;[1,1,1,1,2,2,2,2,2,2,4,4,4,4];3;true;true;2;2;32;[2];0.4375;2.2857142857142856
32;32.36;32;32;[1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1];1;true;true;1;1;32;[2];1.;1.
32;32.37;8;20;[1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2];2;true;true;2;2;32;[2];0.625;1.6000000000000001
32;32.38;8;20;[1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2];2;true;true;2;2;32;[2];0.625;1.6000000000000001
32;32.39;4;14;[1,1,1,1,2,2,2,2,2,2,4,4,4,4];3;true;true;2;2;32;[2];0.4375;2.2857142857142856
32;32.40;4;14;[1,1,1,1,2,2,2,2,2,2,4,4,4,4];3;true;true;2;2;32;[2];0.4375;2.2857142857142856
32;32.41;4;14;[1,1,1,1,2,2,2,2,2,2,4,4,4,4];3;true;true;2;2;32;[2];0.4375;2.2857142857142856
32;32.42;4;14;[1,1,1,1,2,2,2,2,2,2,4,4,4,4];3;true;true;2;2;32;[2];0.4375;2.2857142857142856
32;32.43;2;11;[1,1,2,2,2,4,4,4,4,4,4];3;true;true;2;2;32;[2];0.34375;2.9090909090909092
32;32.44;2;11;[1,1,2,2,2,4,4,4,4,4,4];3;true;true;2;2;32;[2];0.34375;2.9090909090909092
32;32.45;32;32;[1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1];1;true;true;1;1;32;[2];1.;1.
32;32.46;8;20;[1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2];2;true;true;2;2;32;[2];0.625;1.6000000000000001
32;32.47;8;20;[1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2];2;true;true;2;2;32;[2];0.625;1.6000000000000001
32;32.48;8;20;[1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2];2;true;true;2;2;32;[2];0.625;1.6000000000000001
32;32.49;2;17;[1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2];2;true;true;2;2;32;[2];0.53125;1.8823529411764706
32;32.50;2;17;[1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2];2;true;true;2;2;32;[2];0.53125;1.8823529411764706
32;32.51;32;32;[1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1];1;true;true;1;1;32;[2];1.;1.
33;33.1;33;33;[1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1];1;true;true;1;1;33;[3,11];1.;1.
34;34.1;1;10;[1,2,2,2,2,2,2,2,2,17];3;false;true;2;1;17;[2,17];0.29411764705882354;3.3999999999999999
34;34.2;34;34;[1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1];1;true;true;1;1;34;[2,17];1.;1.
35;35.1;35;35;[1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1];1;true;true;1;1;35;[5,7];1.;1.
36;36.1;2;12;[1,1,2,2,2,2,2,2,2,2,9,9];3;false;true;2;1;18;[2,3];0.33333333333333331;3.
36;36.2;36;36;[1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1];1;true;true;1;1;36;[2,3];1.;1.
36;36.3;3;12;[1,1,1,3,3,3,4,4,4,4,4,4];3;false;true;2;1;12;[2,3];0.33333333333333331;3.
36;36.4;2;12;[1,1,2,2,2,2,2,2,2,2,9,9];3;false;true;2;1;18;[2,3];0.33333333333333331;3.
36;36.5;36;36;[1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1];1;true;true;1;1;36;[2,3];1.;1.
36;36.6;6;18;[1,1,1,1,1,1,2,2,2,2,2,2,3,3,3,3,3,3];3;false;true;2;1;18;[2,3];0.5;2.
36;36.7;2;12;[1,1,2,2,2,2,2,2,2,2,9,9];3;false;true;2;1;18;[2,3];0.33333333333333331;3.
36;36.8;36;36;[1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1];1;true;true;1;1;36;[2,3];1.;1.
36;36.9;1;6;[1,4,4,9,9,9];3;false;true;2;1;9;[2,3];0.16666666666666666;6.
36;36.10;1;9;[1,2,2,3,3,4,6,6,9];6;false;true;2;1;9;[2,3];0.25;4.
36;36.11;3;12;[1,1,1,3,3,3,4,4,4,4,4,4];3;false;true;2;1;12;[2,3];0.33333333333333331;3.
36;36.12;6;18;[1,1,1,1,1,1,2,2,2,2,2,2,3,3,3,3,3,3];3;false;true;2;1;18;[2,3];0.5;2.
36;36.13;2;12;[1,1,2,2,2,2,2,2,2,2,9,9];3;false;true;2;1;18;[2,3];0.33333333333333331;3.
36;36.14;36;36;[1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1];1;true;true;1;1;36;[2,3];1.;1.
37;37.1;37;37;[1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1];1;true;true;1;1;37;[37];1.;1.
38;38.1;1;11;[1,2,2,2,2,2,2,2,2,2,19];3;false;true;2;1;19;[2,19];0.28947368421052633;3.4545454545454546
38;38.2;38;38;[1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1];1;true;true;1;1;38;[2,19];1.;1.
39;39.1;1;7;[1,3,3,3,3,13,13];3;false;true;2;1;13;[3,13];0.17948717948717949;5.5714285714285712
39;39.2;39;39;[1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1];1;true;true;1;1;39;[3,13];1.;1.
40;40.1;4;16;[1,1,1,1,2,2,2,2,2,2,2,2,5,5,5,5];3;false;true;2;1;20;[2,5];0.40000000000000002;2.5
40;40.2;40;40;[1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1];1;true;true;1;1;40;[2,5];1.;1.
40;40.3;2;10;[1,1,4,4,5,5,5,5,5,5];3;false;true;2;1;10;[2,5];0.25;4.
40;40.4;2;13;[1,1,2,2,2,2,2,2,2,2,2,10,10];3;false;true;2;1;20;[2,5];0.32500000000000001;3.0769230769230771
40;40.5;4;16;[1,1,1,1,2,2,2,2,2,2,2,2,5,5,5,5];3;false;true;2;1;20;[2,5];0.40000000000000002;2.5
40;40.6;2;13;[1,1,2,2,2,2,2,2,2,2,2,10,10];3;false;true;2;1;20;[2,5];0.32500000000000001;3.0769230769230771
40;40.7;4;16;[1,1,1,1,2,2,2,2,2,2,2,2,5,5,5,5];3;false;true;2;1;20;[2,5];0.40000000000000002;2.5
40;40.8;2;13;[1,1,2,2,2,2,2,2,2,2,2,10,10];3;false;true;2;1;20;[2,5];0.32500000000000001;3.0769230769230771
40;40.9;40;40;[1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1];1;true;true;1;1;40;[2,5];1.;1.
40;40.10;10;25;[1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2];2;true;true;2;2;40;[2,5];0.625;1.6000000000000001
40;40.11;10;25;[1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2];2;true;true;2;2;40;[2,5];0.625;1.6000000000000001
40;40.12;2;10;[1,1,4,4,5,5,5,5,5,5];3;false;true;2;1;10;[2,5];0.25;4.
40;40.13;4;16;[1,1,1,1,2,2,2,2,2,2,2,2,5,5,5,5];3;false;true;2;1;20;[2,5];0.40000000000000002;2.5
40;40.14;40;40;[1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1];1;true;true;1;1;40;[2,5];1.;1.
41;41.1;41;41;[1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1];1;true;true;1;1;41;[41];1.;1.
42;42.1;1;7;[1,6,7,7,7,7,7];3;false;true;2;1;7;[2,3,7];0.16666666666666666;6.
42;42.2;2;10;[1,1,3,3,3,3,7,7,7,7];3;false;true;2;1;14;[2,3,7];0.23809523809523808;4.2000000000000002
42;42.3;7;21;[1,1,1,1,1,1,1,2,2,2,2,2,2,2,3,3,3,3,3,3,3];3;false;true;2;1;21;[2,3,7];0.5;2.
42;42.4;3;15;[1,1,1,2,2,2,2,2,2,2,2,2,7,7,7];3;false;true;2;1;21;[2,3,7];0.35714285714285715;2.7999999999999998
42;42.5;1;12;[1,2,2,2,2,2,2,2,2,2,2,21];3;false;true;2;1;21;[2,3,7];0.2857142857142857;3.5
42;42.6;42;42;[1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1];1;true;true;1;1;42;[2,3,7];1.;1.
43;43.1;43;43;[1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1];1;true;true;1;1;43;[43];1.;1.
44;44.1;2;14;[1,1,2,2,2,2,2,2,2,2,2,2,11,11];3;false;true;2;1;22;[2,11];0.31818181818181818;3.1428571428571428
44;44.2;44;44;[1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1];1;true;true;1;1;44;[2,11];1.;1.
44;44.3;2;14;[1,1,2,2,2,2,2,2,2,2,2,2,11,11];3;false;true;2;1;22;[2,11];0.31818181818181818;3.1428571428571428
44;44.4;44;44;[1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1];1;true;true;1;1;44;[2,11];1.;1.
45;45.1;45;45;[1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1];1;true;true;1;1;45;[3,5];1.;1.
